Subject,Grade,Standard,Prepared Graduate 1,Prepared Graduate 2,Prepared Graduate 3,Prepared Graduate 4,Prepared Graduate 5,Grade Level Expectation,GLE Code,Subheading,Statement
"Reading, Writing, and Communicating",Fifth Grade,1. Oral Expression and Listening,"1. Collaborate effectively as group members or leaders who listen actively and respectfully; pose thoughtful questions, acknowledge the ideas of others; and contribute ideas to further the group's attainment of an objective.",,,,,1. Collaborate in discussions that serve various purposes and address various situations.,RW.5.1.1,Colorado Essential Skills:,"Consider purpose, formality of context and audience, and distinct cultural norms when planning content, mode, delivery, and expression. (Civic/Interpersonal Skills, Communication (using information and communications technologies))"
"Reading, Writing, and Communicating",Fifth Grade,1. Oral Expression and Listening,"1. Collaborate effectively as group members or leaders who listen actively and respectfully; pose thoughtful questions, acknowledge the ideas of others; and contribute ideas to further the group's attainment of an objective.",,,,,1. Collaborate in discussions that serve various purposes and address various situations.,RW.5.1.1,Colorado Essential Skills:,"Identify and explain multiple perspectives (cultural, global) when exploring events, ideas, issues. (Civic/Interpersonal Skills, Global/Cultural Awareness)"
"Reading, Writing, and Communicating",Fifth Grade,1. Oral Expression and Listening,"1. Collaborate effectively as group members or leaders who listen actively and respectfully; pose thoughtful questions, acknowledge the ideas of others; and contribute ideas to further the group's attainment of an objective.",,,,,1. Collaborate in discussions that serve various purposes and address various situations.,RW.5.1.1,Essential Questions:,How can we actively listen when working in a group?
"Reading, Writing, and Communicating",Fifth Grade,1. Oral Expression and Listening,"1. Collaborate effectively as group members or leaders who listen actively and respectfully; pose thoughtful questions, acknowledge the ideas of others; and contribute ideas to further the group's attainment of an objective.",,,,,1. Collaborate in discussions that serve various purposes and address various situations.,RW.5.1.1,Essential Questions:,Why is it difficult to accept someone else's point of view?
"Reading, Writing, and Communicating",Fifth Grade,1. Oral Expression and Listening,"1. Collaborate effectively as group members or leaders who listen actively and respectfully; pose thoughtful questions, acknowledge the ideas of others; and contribute ideas to further the group's attainment of an objective.",,,,,1. Collaborate in discussions that serve various purposes and address various situations.,RW.5.1.1,Essential Reasoning Skills:,Thoughtful speakers and listeners summarize and explain using a variety of evidence.
"Reading, Writing, and Communicating",Fifth Grade,1. Oral Expression and Listening,2. Deliver effective oral presentations for varied audiences and varied purposes.,,,,,"2. Present to express an opinion, persuade, or explain/provide information.",RW.5.1.2,Students Can:,"Report on a topic or text or present an opinion, sequencing ideas logically and using appropriate facts and relevant, descriptive details to support main ideas or themes. (CCSS: SL.5.4)"
"Reading, Writing, and Communicating",Fifth Grade,1. Oral Expression and Listening,2. Deliver effective oral presentations for varied audiences and varied purposes.,,,,,"2. Present to express an opinion, persuade, or explain/provide information.",RW.5.1.2,Students Can:,Use appropriate eye contact and speak clearly at an understandable pace.
"Reading, Writing, and Communicating",Fifth Grade,1. Oral Expression and Listening,2. Deliver effective oral presentations for varied audiences and varied purposes.,,,,,"2. Present to express an opinion, persuade, or explain/provide information.",RW.5.1.2,Students Can:,"Include multimedia components (for example: graphics, sound) and visual displays in presentations when appropriate to enhance the development of main ideas or themes. (CCSS: SL.5.5)"
"Reading, Writing, and Communicating",Fifth Grade,1. Oral Expression and Listening,2. Deliver effective oral presentations for varied audiences and varied purposes.,,,,,"2. Present to express an opinion, persuade, or explain/provide information.",RW.5.1.2,Students Can:,Adapt speech to a variety of contexts and tasks. (CCSS: SL.5.6)
"Reading, Writing, and Communicating",Fifth Grade,1. Oral Expression and Listening,2. Deliver effective oral presentations for varied audiences and varied purposes.,,,,,"2. Present to express an opinion, persuade, or explain/provide information.",RW.5.1.2,Students Can:,"Adapt language as appropriate to purpose: to persuade, explain/provide information, or express an opinion."
"Reading, Writing, and Communicating",Fifth Grade,1. Oral Expression and Listening,2. Deliver effective oral presentations for varied audiences and varied purposes.,,,,,"2. Present to express an opinion, persuade, or explain/provide information.",RW.5.1.2,Colorado Essential Skills:,"Discern differences of effective and ineffective processes, communication and tasks. (Personal Skills, Personal Responsibility)"
"Reading, Writing, and Communicating",Fifth Grade,1. Oral Expression and Listening,2. Deliver effective oral presentations for varied audiences and varied purposes.,,,,,"2. Present to express an opinion, persuade, or explain/provide information.",RW.5.1.2,Colorado Essential Skills:,"Consider purpose, formality of context and audience, and distinct cultural norms when planning content, mode, delivery, and expression. (Civic/Interpersonal Skills, Communication (using information and communications technologies))"
"Reading, Writing, and Communicating",Fifth Grade,1. Oral Expression and Listening,2. Deliver effective oral presentations for varied audiences and varied purposes.,,,,,"2. Present to express an opinion, persuade, or explain/provide information.",RW.5.1.2,Colorado Essential Skills:,"State a position and reflect on possible objections to, assumptions and implications of the position. (Civic/Interpersonal Skills, Character)"
"Reading, Writing, and Communicating",Fifth Grade,1. Oral Expression and Listening,2. Deliver effective oral presentations for varied audiences and varied purposes.,,,,,"2. Present to express an opinion, persuade, or explain/provide information.",RW.5.1.2,Essential Questions:,How is eye contact used to persuade others who are listening?
"Reading, Writing, and Communicating",Fifth Grade,1. Oral Expression and Listening,2. Deliver effective oral presentations for varied audiences and varied purposes.,,,,,"2. Present to express an opinion, persuade, or explain/provide information.",RW.5.1.2,Essential Questions:,When is it important to use volume as a tool in communication?
"Reading, Writing, and Communicating",Fifth Grade,1. Oral Expression and Listening,2. Deliver effective oral presentations for varied audiences and varied purposes.,,,,,"2. Present to express an opinion, persuade, or explain/provide information.",RW.5.1.2,Essential Questions:,Why is it difficult to accept someone else's point of view?
"Reading, Writing, and Communicating",Fifth Grade,1. Oral Expression and Listening,2. Deliver effective oral presentations for varied audiences and varied purposes.,,,,,"2. Present to express an opinion, persuade, or explain/provide information.",RW.5.1.2,Essential Questions:,What can speakers do to make people want to listen to what they have to say?
"Reading, Writing, and Communicating",Fifth Grade,1. Oral Expression and Listening,2. Deliver effective oral presentations for varied audiences and varied purposes.,,,,,"2. Present to express an opinion, persuade, or explain/provide information.",RW.5.1.2,Essential Questions:,How does body language tell a speaker that he/she is having the desired effect on the audience?
"Reading, Writing, and Communicating",Fifth Grade,1. Oral Expression and Listening,2. Deliver effective oral presentations for varied audiences and varied purposes.,,,,,"2. Present to express an opinion, persuade, or explain/provide information.",RW.5.1.2,Essential Reasoning Skills:,Effective communicators consider their audience and context of information when planning presentations and discussions.
